Date,Value,USD (PM),Bitcoin % Change,Gold % Change
2016-12-31,958.12,1147.94,0.006270020479966421,0.0008893384019809417
2017-01-01,997.72,1148.96,0.0413309397570242,0.0008885481819607137
2017-01-02,1015.97,1149.98,0.018291705087599728,0.0008877593649909325
2017-01-03,1013.42,1151.0,-0.0025099166313966633,0.0008869719473381987
2017-01-04,1126.76,1164.25,0.11183911902271519,0.011511728931364032
2017-01-05,994.67,1176.7,-0.11722993361496684,0.010693579557655182
2017-01-06,999.65,1175.85,0.005006685634431539,-0.0007223591399678222
2017-01-07,896.83,1176.7333333333333,-0.10285599959985989,0.0007512296069510903
2017-01-08,908.14,1177.6166666666666,0.012611085713011323,0.0007506656846636554
2017-01-09,910.49,1178.5,0.002587706741251374,0.0007501026083757641
2017-01-10,906.05,1189.5,-0.004876495074081049,0.009333899024183284
2017-01-11,785.22,1178.55,-0.13335908614314876,-0.009205548549810883
2017-01-12,780.92,1205.05,-0.005476172282927165,0.022485257307708627
2017-01-13,826.29,1190.35,0.058098140654612516,-0.012198663955852493
2017-01-14,817.91,1194.5666666666666,-0.010141717798835754,0.0035423754918021567
2017-01-15,819.55,1198.7833333333333,0.0020051105867393555,0.003529871362000193
2017-01-16,830.5,1203.0,0.013360990787627413,0.003517455197630957
2017-01-17,903.84,1216.05,0.08830824804334741,0.010847880299251832
2017-01-18,906.6,1214.75,0.003053637812002114,-0.001069034990337531
2017-01-19,895.798875,1196.05,-0.011913881535407091,-0.015394114015229509
2017-01-20,893.6210875,1200.55,-0.002431112117661354,0.0037623845156975044
2017-01-21,895.64,1204.6499999999999,0.002259248945935312,0.003415101411852825
2017-01-22,918.603625,1208.75,0.025639347282390222,0.003403478188685624
2017-01-23,922.0736125,1212.85,0.0037774589665918227,0.0033919338159254676
2017-01-24,919.97,1216.8,-0.002281393233124259,0.003256791853897882
2017-01-25,893.045625,1195.0,-0.0292665793449787,-0.017915844838921724
2017-01-26,915.95625,1189.7,0.025654484338356154,-0.004435146443514606
2017-01-27,915.05,1184.85,-0.0009894031510784495,-0.004076657981003729
2017-01-28,920.31225,1187.5,0.005750778645975624,0.0022365700299616753
2017-01-29,915.933,1190.1499999999999,-0.00475843932317532,0.0022315789473683063
2017-01-30,912.19,1192.8,-0.004086543448046896,0.002226610091165056
2017-01-31,964.706075,1212.8,0.0575714215240246,0.01676727028839705
2017-02-01,979.703875,1203.65,0.015546496895440388,-0.0075445250659629485
2017-02-02,983.42,1221.95,0.0037931104437041448,0.015203755244464713
2017-02-03,1013.027,1215.2,0.030106160135039032,-0.005523957608740128
2017-02-04,1030.999413,1219.05,0.017741297122386628,0.0031682027649768837
2017-02-05,1034.07,1222.9,0.0029782626074103618,0.003158196956646681
2017-02-06,1024.01375,1226.75,-0.009724921910508829,0.003148254149971305
2017-02-07,1050.11,1231.0,0.02548427694452328,0.0034644385571632364
2017-02-08,1052.84,1242.1,0.002599727647579795,0.009017059301380918
2017-02-09,976.103,1236.8,-0.07288571862771169,-0.0042669672329119675
2017-02-10,999.1035,1228.3,0.02356359933326719,-0.006872574385510997
2017-02-11,997.59,1226.2833333333333,-0.0015148580702600098,-0.001641835599337826
2017-02-12,1000.604625,1224.2666666666667,0.0030219077977927038,-0.001644535656523086
2017-02-13,999.877375,1222.25,-0.0007268105521699206,-0.0016472446090176308
2017-02-14,1001.2,1230.75,0.001322787206781248,0.006954387400286357
2017-02-15,1012.325988,1224.4,0.011112652816620062,-0.0051594556164939335
2017-02-16,1035.208125,1240.55,0.02260352620721227,0.013190133943155718
2017-02-17,1035.2,1241.95,-7.84866328214306e-06,0.0011285316996494225
2017-02-18,1056.637138,1240.4,0.020708209041731068,-0.001248037360602242
2017-02-19,1052.779286,1238.85,-0.0036510660672993433,-0.0012495969042245903
2017-02-20,1050.87,1237.3,-0.0018135672171650855,-0.0012511603503248614
2017-02-21,1123.788429,1233.2,0.06938862942133667,-0.0033136668552492597
2017-02-22,1123.223188,1236.65,-0.0005029781277450888,0.0027975997405125246
2017-02-23,1130.01,1247.9,0.006042264861077685,0.00909715764363401
2017-02-24,1174.86625,1253.65,0.039695445173051604,0.004607741004888212
2017-02-25,1150.605714,1254.8333333333335,-0.020649615222158267,0.0009439104481580935
2017-02-26,1150.37,1256.0166666666667,-0.00020486079386890967,0.0009430203214236949
2017-02-27,1190.75195,1257.2,0.035103444978572276,0.0009421318719231915
2017-02-28,1187.565286,1255.6,-0.0026761778555139584,-0.001272669424117194
2017-03-01,1190.89,1240.4,0.0027996052420818955,-0.012105766167569145
2017-03-02,1259.410817,1238.1,0.057537486249779446,-0.0018542405675589986
2017-03-03,1285.14,1226.5,0.020429539474092154,-0.009369194733866335
2017-03-04,1287.0,1227.9833333333333,0.0014473131331994178,0.0012094034515559302
2017-03-05,1270.9333,1229.4666666666667,-0.012483838383838448,0.0012079425616525862
2017-03-06,1275.197375,1230.95,0.003355073787113807,0.0012064851968333276
2017-03-07,1279.5,1216.65,0.0033740855214668512,-0.011617043746699666
2017-03-08,1157.3933,1209.2,-0.09543313794450961,-0.00612337155303501
2017-03-09,1192.469143,1206.55,0.030305897744526498,-0.00219153159113471
2017-03-10,1192.09,1202.65,-0.0003179478498255051,-0.0032323567195722213
2017-03-11,1179.159875,1203.1666666666667,-0.010846601347213602,0.00042960684044955014
2017-03-12,1227.494625,1203.6833333333334,0.040990836802346234,0.0004294223576672543
2017-03-13,1227.68,1204.2,0.00015101899122370644,0.0004292380332590118
2017-03-14,1245.370786,1204.6,0.014409932555714754,0.0003321707357580664
2017-03-15,1257.399625,1198.8,0.009658841475345209,-0.004814876307487926
2017-03-16,1257.0,1229.35,-0.0003178186091792532,0.02548381715048378
2017-03-17,1091.171888,1229.6,-0.13192371678599835,0.00020335949892219467
2017-03-18,952.2323625,1230.5333333333333,-0.1273305581164313,0.000759054435046677
2017-03-19,967.69,1231.4666666666667,0.016233052045634536,0.000758478708419163
2017-03-20,1049.084488,1232.4,0.08411215161880345,0.0007579038544825091
2017-03-21,1118.630043,1241.6,0.06629166267874502,0.007465108730931367
2017-03-22,1113.0,1249.05,-0.0050329803273483934,0.00600032216494849
2017-03-23,1038.789,1247.5,-0.06667654986522913,-0.001240943116768708
2017-03-24,941.9197143,1247.5,-0.09325212887313976,0.0
2017-03-25,927.93,1250.85,-0.014852342601616211,0.002685370741482893
2017-03-26,956.7863125,1254.2,0.031097510049249467,0.002678178838390004
2017-03-27,1037.22925,1257.55,0.08407617923568496,0.002671025354807773
2017-03-28,1041.04,1257.25,0.0036739708217830057,-0.0002385591030177365
2017-03-29,1040.5755,1251.1,-0.0004461884269576997,-0.004891628554384642
2017-03-30,1037.90455,1248.8,-0.0025668007751479334,-0.0018383822236431578
2017-03-31,1034.74,1244.85,-0.0030489797929876723,-0.003163036515054489
2017-04-01,1086.929571,1245.6499999999999,0.05043737653903385,0.0006426477085592277
2017-04-02,1099.169125,1246.45,0.011260668884681581,0.0006422349777226203
2017-04-03,1079.99,1247.25,-0.01744874793494576,0.0006418227766857511
2017-04-04,1141.600363,1257.65,0.057047160621857614,0.008338344357586763
2017-04-05,1133.079314,1245.8,-0.0074641260428540595,-0.009422335307915664
2017-04-06,1133.53,1252.5,0.00039775326795870274,0.005378070316262679
2017-04-07,1190.45425,1266.45,0.050218565013718235,0.01113772455089824
2017-04-08,1181.149838,1260.9833333333333,-0.007815850126117787,-0.004316527827128348
2017-04-09,1184.03,1255.5166666666667,0.0024384391440774402,-0.0043352410156095355
2017-04-10,1207.744875,1250.05,0.02002894774625653,-0.004354117162921
2017-04-11,1226.617038,1252.9,0.01562595163154801,0.0022799088036479635
2017-04-12,1219.09,1274.3,-0.006136420550845287,0.017080373533402395
2017-04-13,1180.023713,1284.15,-0.03204544947460801,0.007729733971592354
2017-04-14,1185.260057,1283.1100000000001,0.004437490486261031,-0.0008098742358758428
2017-04-15,1170.36,1282.0700000000002,-0.012571128936643194,-0.0008105306637778238
2017-04-16,1186.927413,1281.03,0.014155826412385924,-0.0008111881566530617
2017-04-17,1205.634875,1279.99,0.015761251947763448,-0.0008118467170948094
2017-04-18,1176.97,1278.95,-0.023775751344286503,-0.000812506347705813
2017-04-19,1217.930088,1279.05,0.03480130164745069,7.818913952844837e-05
2017-04-20,1241.686325,1282.1,0.019505419263441192,0.0023845823071810754
2017-04-21,1236.63,1281.85,-0.00407214358263935,-0.00019499259028156932
2017-04-22,1261.311225,1277.7,0.019958455641541778,-0.0032375082888012356
2017-04-23,1257.988113,1273.55,-0.0026346487164575975,-0.0032480237927526735
2017-04-24,1240.84,1269.4,-0.013631379202070562,-0.0032586078285107485
2017-04-25,1279.414688,1267.8,0.031087560039973046,-0.001260438002205874
2017-04-26,1309.109875,1261.85,0.023209978186525267,-0.004693169269600919
2017-04-27,1288.02,1262.8,-0.016110087780065153,0.0007528628600864172
2017-04-28,1331.294429,1266.45,0.03359763745904571,0.002890402280646255
2017-04-29,1334.979038,1263.7,0.002767689039882484,-0.002171424059378578
2017-04-30,1333.0,1260.95,-0.0014824487453861774,-0.002176149402548073
2017-05-01,1417.172813,1258.2,0.06314539609902468,-0.0021808953566755224
2017-05-02,1452.076288,1255.45,0.02462894763420788,-0.002185662056906692
2017-05-03,1447.55,1250.3,-0.0031171144638924247,-0.004102114779561186
2017-05-04,1508.292125,1228.45,0.04196202203723532,-0.01747580580660634
2017-05-05,1533.335071,1228.05,0.0166035117368262,-0.0003256135780862802
2017-05-06,1518.75,1228.6333333333332,-0.00951199204651856,0.0004750078036995705
2017-05-07,1535.868429,1229.2166666666667,0.011271393580246983,0.0004747822784124515
2017-05-08,1640.619225,1229.8,0.06820297495678244,0.00047455696717415495
2017-05-09,1651.1,1220.4,0.00638830439159336,-0.007643519271426137
2017-05-10,1762.88625,1222.95,0.06770410635334027,0.0020894788593903263
2017-05-11,1820.990563,1223.15,0.03295976300229243,0.00016353898360525407
2017-05-12,1829.0,1231.25,0.004398395665930716,0.006622245840657244
2017-05-13,1771.920013,1231.9333333333334,-0.031208303444505234,0.0005549915397631626
2017-05-14,1776.3165,1232.6166666666666,0.002481199471615189,0.0005546836950050056
2017-05-15,1780.0,1233.3,0.0020736732446048297,0.0005543761915708269
2017-05-16,1739.031975,1234.2,-0.023015744382022415,0.0007297494526879842
2017-05-17,1807.485063,1257.4,0.039362754097721504,0.018797601685302257
2017-05-18,1783.98,1255.9,-0.013004291698536743,-0.0011929378081756003
2017-05-19,1961.520488,1252.0,0.09951932644984801,-0.003105342782068708
2017-05-20,2052.909788,1254.2833333333333,0.04659105044229345,0.0018237486687965679
2017-05-21,2008.84,1256.5666666666666,-0.021466987130951326,0.0018204286644431507
2017-05-22,2090.662313,1258.85,0.04073112492781899,0.0018171207257871738
2017-05-23,2287.710288,1260.2,0.09425145982434918,0.0010724073559201942
2017-05-24,2256.32,1252.55,-0.013721268888222114,-0.006070465005554746
2017-05-25,2387.206286,1256.95,0.05800874255424759,0.003512833819009294
2017-05-26,2211.976857,1265.05,-0.07340355545628786,0.006444170412506392
2017-05-27,2279.82,1264.4625,0.030670819536517444,-0.0004644085214022083
2017-05-28,2192.9808,1263.875,-0.038090375555965096,-0.000464624296885112
2017-05-29,2275.9307,1263.2875,0.03782518296557821,-0.0004648402729701046
2017-05-30,2290.02,1262.7,0.00619056634720912,-0.00046505644993705993
2017-05-31,2285.933914,1266.2,-0.0017843014471488438,0.00277183812465352
2017-06-01,2399.242671,1264.85,0.049567818345950566,-0.0010661822776813587
2017-06-02,2409.93,1274.95,0.004454459371358798,0.007985136577459886
2017-06-03,2525.765158,1276.6166666666668,0.04806577701427026,0.0013072408068290854
2017-06-04,2516.173143,1278.2833333333333,-0.003797667003845879,0.0013055341593011592
2017-06-05,2529.53,1279.95,0.005308401386112489,0.0013038319621367792
2017-06-06,2883.313697,1293.5,0.13986143552359523,0.010586351029337047
2017-06-07,2664.920863,1291.0,-0.07574369525842134,-0.001932740626207963
2017-06-08,2683.03,1273.1,0.0067953751465678605,-0.013865220759101541
2017-06-09,2827.4913,1266.55,0.05384259587108602,-0.005144921844316986
2017-06-10,2845.372857,1266.5,0.006324177549193414,-3.947732027946352e-05
2017-06-11,2898.63,1266.45,0.018717105165665913,-3.947887879980618e-05
2017-06-12,2657.675063,1266.4,-0.0831271797366342,-3.948043744321096e-05
2017-06-13,2748.185086,1262.0,0.03405609070125809,-0.0034744156664561674
2017-06-14,2706.0,1275.5,-0.015350161899539526,0.010697305863708399
2017-06-15,2442.48025,1254.55,-0.09738349963045083,-0.016424931399451233
2017-06-16,2464.959814,1255.4,0.009203580663548766,0.0006775337770516412
2017-06-17,2477.94,1252.9833333333333,0.00526588138527772,-0.0019250172587754837
2017-06-18,2507.389252,1250.5666666666668,0.011884570247867134,-0.0019287300975005107
2017-06-19,2617.210263,1248.15,0.04379894781490433,-0.0019324572860303932
2017-06-20,2600.0,1242.2,-0.006575804490493067,-0.004767055241757838
2017-06-21,2671.04325,1242.5,0.02732432692307699,0.00024150700370307077
2017-06-22,2727.288013,1250.8,0.021057226609864775,0.006680080482897348
2017-06-23,2713.48,1255.7,-0.005062909723572289,0.003917492804605125
2017-06-24,2589.164888,1252.2166666666667,-0.045813903916741686,-0.002774017148469657
2017-06-25,2512.366286,1248.7333333333333,-0.02966153386211062,-0.002781733725526745
2017-06-26,2502.03,1245.25,-0.0041141636303583745,-0.0027894933532646537
2017-06-27,2517.903114,1249.55,0.006344094195513237,0.0034531218630796663
2017-06-28,2585.349186,1248.0,0.026786603354587903,-0.0012404465607618379
2017-06-29,2558.3,1243.5,-0.010462488450873319,-0.003605769230769231
2017-06-30,2477.641375,1242.25,-0.03152821209396866,-0.0010052271813429834
2017-07-01,2501.191343,1237.9166666666667,0.009504994644351951,-0.0034882940900247596
2017-07-02,2421.26,1233.5833333333333,-0.031957308353757465,-0.0035005048805117345
2017-07-03,2561.225429,1229.25,0.057806856347521474,-0.003512801459163622
2017-07-04,2599.729838,1223.75,0.015033588439356434,-0.0044742729306487695
2017-07-05,2598.89,1220.3,-0.0003230481828244213,-0.002819203268641508
2017-07-06,2609.96775,1224.9,0.004262492833478879,0.0037695648610998416
2017-07-07,2491.201214,1215.65,-0.04550498219757682,-0.00755163686831578
2017-07-08,2502.86,1214.4,0.004679985676981917,-0.0010282564882984411
2017-07-09,2536.238938,1213.15,0.013336318451691198,-0.00102931488801054
2017-07-10,2366.170143,1211.9,-0.06705550981490378,-0.0010303754688208383
2017-07-11,2327.09,1211.05,-0.016516201557023737,-0.0007013780014853835
2017-07-12,2385.748571,1218.8,0.025206833856877015,0.006399405474588168
2017-07-13,2354.783417,1218.9,-0.01297921934289193,8.204791598304597e-05
2017-07-14,2338.49,1230.3,-0.006919284755605325,0.009352695052916452
2017-07-15,2058.9956,1231.5666666666666,-0.11951917690475461,0.0010295591861063575
2017-07-16,1931.2143,1232.8333333333333,-0.06206001605831508,0.0010285002841908556
2017-07-17,1910.96,1234.1,-0.010487857303045061,0.0010274435581992577
2017-07-18,2320.12225,1240.75,0.21411345606396778,0.0053885422575156725
2017-07-19,2264.7657,1242.15,-0.023859324654121123,0.001128349788434488
2017-07-20,2265.21,1238.7,0.00019617923390490772,-0.002777442337881935
2017-07-21,2682.195363,1248.55,0.18408243076800818,0.007951885040768474
2017-07-22,2807.609857,1250.8833333333332,0.0467581503309012,0.0018688345147036623
2017-07-23,2825.51,1253.2166666666667,0.0063755806225609425,0.0018653484870692592
2017-07-24,2751.821029,1255.55,-0.02607988327770917,0.0018618754405329678
2017-07-25,2560.997917,1254.4,-0.0693443032773626,-0.0009159332563417336
2017-07-26,2564.3,1248.1,0.0012893735594553546,-0.005022321428571573
2017-07-27,2647.625,1261.1,0.032494247942908325,0.010415832064738404
2017-07-28,2781.636583,1264.9,0.050615771871016464,0.0030132424074222363
2017-07-29,2784.8,1265.7833333333333,0.0011372502861565251,0.000698342424961034
2017-07-30,2745.955417,1266.6666666666667,-0.013948787345590368,0.0006978550831501754
2017-07-31,2866.431667,1267.55,0.04387407357531752,0.0006973684210525358
2017-08-01,2862.9,1270.95,-0.0012320778620534766,0.0026823399471421964
2017-08-02,2693.633983,1269.6,-0.05912397114813647,-0.0010621975687478945
2017-08-03,2794.117717,1268.1,0.03730415291541854,-0.0011814744801512287
2017-08-04,2790.0,1257.7,-0.0014737092052160249,-0.008201245958520514
2017-08-05,3218.115017,1257.8,0.15344624265232978,7.951021706282026e-05
2017-08-06,3252.562533,1257.9,0.01070425258824729,7.950389569099732e-05
2017-08-07,3210.2,1258.0,-0.0130243562022855,7.949757532388031e-05
2017-08-08,3457.374333,1261.8,0.07699655255124303,0.0030206677265500435
2017-08-09,3357.326317,1271.05,-0.028937571221334158,0.007330797273735933
2017-08-10,3340.28,1284.4,-0.005077348875408651,0.010503127335667469
2017-08-11,3632.506667,1286.1,0.08748567994299876,0.0013235752102147447
2017-08-12,3852.802914,1284.8333333333333,0.06064579289043319,-0.0009848897182696925
2017-08-13,3868.52,1283.5666666666666,0.004079390083227109,-0.0009858606823193552
2017-08-14,4282.992,1282.3,0.107139681325158,-0.0009868335627288428
2017-08-15,4217.028329,1270.3,-0.015401306142995464,-0.009358184512204633
2017-08-16,4179.97,1272.75,-0.008787782796039999,0.001928678264976813
2017-08-17,4328.725717,1285.15,0.03558774751971904,0.0097426831663721
2017-08-18,4130.440067,1295.8,-0.04580693325550333,0.008286970392561073
2017-08-19,4104.71,1294.8333333333333,-0.006229376672371994,-0.0007459998971034859
2017-08-20,4157.958033,1293.8666666666668,0.0129724226559245,-0.000746556828420494
2017-08-21,4043.722,1292.9,-0.027474070708110893,-0.0007471145919208807
2017-08-22,3986.28,1284.2,-0.014205229736366646,-0.0067290587052363255
2017-08-23,4174.95,1286.65,0.04732984135585047,0.0019078025229715351
2017-08-24,4340.316717,1289.0,0.039609268853519175,0.001826448529125954
2017-08-25,4331.77,1285.3,-0.001969145930416502,-0.002870442203258375
2017-08-26,4360.513317,1293.6375,0.006635467026180863,0.006486812417334545
2017-08-27,4354.308333,1301.975,-0.0014229939341795083,0.006445004879651265
2017-08-28,4339.05,1310.3125,-0.0035041921318160743,0.006403732790568246
2017-08-29,4607.98545,1318.65,0.06198026065613439,0.006362985928929237
2017-08-30,4594.98785,1308.5,-0.0028206686286302604,-0.007697266143404308
2017-08-31,4582.52,1311.75,-0.0027133586435924956,0.002483760030569354
2017-09-01,4911.740017,1320.4,0.0718425706816336,0.006594244330093456
2017-09-02,4580.38748,1324.6333333333334,-0.06746133464987093,0.0032060991618701514
2017-09-03,4585.57,1328.8666666666666,0.0011314588607685622,0.0031958529404361867
2017-09-04,4344.098317,1333.1,-0.05265903322814825,0.003185672001204045
2017-09-05,4488.72014,1335.55,0.033291563046361966,0.0018378216187833214
2017-09-06,4385.02,1337.85,-0.023102384814750316,0.001722136947325038
2017-09-07,4654.6585,1343.5,0.06149082558346349,0.004223193930560296
2017-09-08,4310.750183,1346.25,-0.07388475803326913,0.0020468924451060664
2017-09-09,4312.26,1342.2333333333333,0.0003502446061370641,-0.0029835964097802425
2017-09-10,4329.955,1338.2166666666667,0.0041034167698607476,-0.002992524896317072
2017-09-11,4248.090017,1334.2,-0.018906659076133467,-0.003001506980683236
2017-09-12,4198.59,1326.5,-0.011652299457382307,-0.005771248688352605
2017-09-13,3961.271267,1327.55,-0.0565234359630257,0.0007915567282321557
2017-09-14,3319.63,1324.55,-0.16197862346497058,-0.0022598018907009155
2017-09-15,3216.43,1322.85,-0.031087801953832286,-0.001283454758219807
2017-09-16,3763.62604,1319.2666666666667,0.1701252755384076,-0.002708797923674837
2017-09-17,3746.060783,1315.6833333333332,-0.004667110072391837,-0.0027161554398909635
