Date,Value,USD (PM),Bitcoin % Change,Gold % Change,Bitcoin % Naive Prediction (1 Days),Bitcoin % Naive Prediction (3 Days),Bitcoin % Naive Prediction (5 Days),Bitcoin % Naive Prediction (10 Days),30-day Bitcoin SMA,30-day Gold SMA,30-day Bitcoin rolling standard deviation,30-day Gold rolling standard deviation,30-day Bitcoin upper bolling bands,30-day Bitcoin lower bolling bands,30-day Gold upper bolling bands,20-day Gold lower bolling bands,Bitcoin KAMA,Gold KAMA,Bitcoin PSY,Gold PSY,Bitcoin MACD Histogram,Gold MACD Histogram,Bitcoin Momentum,Gold Momentum,Bitcoin RSI,Gold RSI,RAT
2016-10-18,636.29,1258.2,-0.004194250121289,0.0027095951546063,0.0003323927521705,0.0046872496604919,0.0086749624460935,0.0149645879864692,614.8916666666667,1292.5783333333334,13.806955539305894,13.806955539305894,642.5055777452784,587.2777555880549,1320.1922444119452,1264.9644222547215,629.4846405465307,1257.9987543489476,0.4,0.5666666666666667,2.4702453011531462,-0.18890003930293986,21.549999999999955,-0.7999999999999545,62.764813724536204,32.55500288094845,50.57145127960578
2016-10-19,629.25,1269.05,-0.0110641374216158,0.0086234302972499,0.0011343359947204,0.0044682621955871,0.0047057457268238,0.0140319541096687,615.5269999999999,1291.0516666666667,14.020029059441654,14.020029059441654,643.5670581188832,587.4869418811166,1319.09172478555,1263.0116085477835,629.4714130447288,1258.487143810254,0.4,0.5666666666666667,1.465018304729191,1.2417981029455945,13.600000000000023,9.799999999999955,54.887547999420846,42.83733711662596,49.584334738583976
2016-10-20,627.72,1271.65,-0.0024314660309892,0.0020487766439463,0.0001909062266349,0.0034690797328948,0.0081789251416921,0.0138663277029991,616.1623333333333,1289.6466666666668,14.129547588563264,14.129547588563264,644.4214285104598,587.9032381562068,1317.9057618437932,1261.3875714895403,629.4048569685074,1259.215636401946,0.4,0.6,0.6051751950543283,2.394562560841301,10.180000000000064,12.150000000000091,53.32128981683078,45.00117001882446,49.36263909094483
2016-10-21,631.92,1266.05,0.006690881284649,-0.0044037274407267,0.001325100660324,0.0034917891025543,0.0087420791387557,0.0143616646528244,617.2636666666666,1287.645,14.02327658188191,14.02327658188191,645.3102198304305,589.2171135029027,1315.6915531637637,1259.5984468362362,629.5988868352327,1259.6207183930073,0.43333333333333335,0.5666666666666667,0.24582618266392675,2.783931216367881,17.149999999999977,12.599999999999909,56.952720633528806,41.36885019463703,49.91272066664034
2016-10-22,655.48,1265.8833333333332,0.0372832004051146,-0.0001316430367416,-0.0014922246336936,0.0035160928964614,0.0089742261916399,0.0148064792156219,619.1990000000001,1285.2044444444446,15.15126928790086,15.15126928790086,649.5015385758018,588.8964614241984,1315.5069830202463,1254.9019058686429,631.9703049686785,1259.8903587170335,0.4666666666666667,0.5333333333333333,1.4539645272090818,3.01480432178219,20.470000000000027,9.383333333333212,70.71552742787273,41.26210286027824,51.78044316880177
2016-10-23,653.25,1265.7166666666667,-0.0034020870201989,-0.0001316603689122,0.0008573308587074,0.005046010017395,0.0117351803928613,0.0177824795246124,621.1713333333333,1282.7733333333335,15.612849865400841,15.612849865400841,652.397033064135,589.9456336025316,1313.9990330641351,1251.547633602532,633.4181491168122,1260.0120104087907,0.4666666666666667,0.5333333333333333,1.9320695423081595,3.1273613883881666,17.289999999999964,4.6666666666667425,68.48368919873803,41.147758577428675,51.61107672859908
2016-10-24,651.39,1265.55,-0.0028473019517795,-0.0001316777056477,0.000598169863224,0.0055097788572311,0.0062865396030247,0.0177815929055213,622.755,1280.316111111111,16.197071840518113,16.197071840518113,655.1491436810362,590.3608563189638,1312.7102547921472,1247.9219674300748,634.6522684375924,1260.8291268622738,0.43333333333333335,0.5,1.9467497129918598,3.152731937404303,17.370000000000005,13.799999999999955,66.5957533708481,41.02532520469792,51.47090197937656
2016-10-25,655.31,1269.4,0.0060179001826861,0.0030421555845285,0.0012283846735954,0.0056154876947402,0.006842034868896,0.0166747644543647,624.5406666666667,1277.9666666666667,16.74406594491989,16.74406594491989,658.0287985565064,591.0525347768269,1311.4547985565064,1244.478534776827,636.0708260369383,1262.2831612936689,0.4666666666666667,0.5,2.034623670905251,3.3712742693598834,17.36999999999989,16.633333333333212,68.56274496985806,45.089790278649005,51.62360170159129
2016-10-26,651.45,1270.5,-0.0058903419755534,0.0008665511265163,0.0004958510398864,0.0033322721719741,0.0072375307790935,0.0141066685318946,626.2896666666667,1275.6333333333334,16.722422585452403,16.722422585452403,659.7345118375715,592.8448214957618,1309.0781785042382,1242.1884881624287,636.5568147919955,1263.6821087286219,0.4666666666666667,0.5,1.6626288351669167,3.5162541908401046,10.030000000000086,16.716666666666697,64.53307827104517,46.230025136912815,51.27508854781583
2016-10-27,682.22,1266.25,0.0472330954025634,-0.003345139708776,0.0002078339457511,0.0033315867185592,0.0113789271563291,0.015827402472496,628.8316666666667,1273.6083333333333,19.14607821251013,19.14607821251013,667.123823091687,590.5395102416464,1311.9004897583536,1235.316176908313,643.2717347426442,1263.8819499253775,0.4666666666666667,0.5,3.228113963263471,3.258087775532866,43.25,11.450000000000045,76.42691962977533,42.55334503766951,53.877196446199406
2016-10-28,687.68,1273.0,0.0080032833983171,0.0053307008884501,0.0005058199167251,0.0066057294607162,0.0112289637327194,0.0170485228300094,631.5653333333333,1271.9583333333333,21.442041001240256,21.442041001240256,674.4494153358139,588.6812513308528,1314.8424153358137,1229.0742513308528,651.5220935886724,1264.789870955832,0.5,0.5333333333333333,4.303326084283347,3.4553390175700613,51.389999999999986,14.799999999999955,77.84659473630091,49.43204869705456,54.0204241948154
2016-10-29,685.91,1272.6666666666667,-0.0025738715681712,-0.0002618486514793,0.000582605600357,0.0059136748313903,0.0055835200473666,0.0167690068483352,634.3006666666666,1270.4438888888888,22.96460108489861,22.96460108489861,680.2298688364639,588.3714644968694,1316.373091058686,1224.5146867190915,659.9655230405803,1264.9711037869797,0.5,0.5333333333333333,4.5436703265253,3.467779786335546,56.65999999999997,3.616666666666788,76.24356661379808,49.11925837195413,53.89549502357255
2016-10-30,698.0,1272.3333333333333,0.0176262191832748,-0.0002619172341541,0.0019395351409912,0.0066376402974128,0.0088470969349145,0.0172293335199356,637.2543333333334,1268.7716666666668,25.236231163415777,25.236231163415777,687.726795660165,586.7818710065019,1319.2441289934984,1218.2992043398351,670.9006789874301,1265.0213700830022,0.5,0.5,5.122293190848152,3.355828993579239,70.27999999999997,0.6833333333331666,79.36868297121808,48.786804224389236,54.85983756877128
2016-10-31,702.0,1272.0,0.0057306590257879,-0.0002619858527638,0.001674935221672,0.0050557181239128,0.0062156971544027,0.0159952342510223,640.1603333333334,1267.1905555555556,27.48323030797049,27.48323030797049,695.1267939492743,585.1938727173924,1322.1570161714967,1212.2240949396146,679.832214432012,1265.5294865837864,0.5,0.5,5.354650532668346,3.164132012381346,70.08000000000004,5.9500000000000455,80.29239617109324,48.433773144571504,55.188679245283026
2016-11-01,697.01,1288.45,-0.0071082621082621,0.0129323899371069,-0.0001571848988533,0.0030726715922355,0.0091730896383523,0.0142546817660331,642.9613333333333,1266.2599999999998,28.86487935588709,28.86487935588709,700.6910920451074,585.2315746215592,1323.989758711774,1208.5302412882256,682.8189559049603,1270.5354406977651,0.5,0.5333333333333333,4.77186966803214,3.9963621652394536,41.52999999999997,22.566666666666833,75.73682803062813,62.75667122899797,54.09678295626528
2016-11-02,733.33,1303.75,0.0521082911292521,0.0118747332065659,0.0002155378460884,0.0041960179805755,0.012948153540492,0.0193648412823677,647.0106666666667,1265.9416666666666,32.625843567726854,32.625843567726854,712.2623538021204,581.758979531213,1331.1933538021203,1200.6899795312129,696.6659258599525,1279.9775254124604,0.5333333333333333,0.5666666666666667,6.33415793944846,5.344244298005179,80.08000000000004,38.0333333333333,83.20575949266768,70.86294712469672,56.247746883988505
2016-11-03,686.17,1301.0,-0.0643093832244693,-0.0021093000958772,0.0012022852897644,0.0063500180840492,0.0041925124824047,0.0175767242908477,649.5623333333333,1266.5316666666665,32.59415313374144,32.59415313374144,714.7506396008162,584.3740270658504,1331.7199729341494,1201.3433603991837,696.229902109513,1284.8091829417303,0.5333333333333333,0.5666666666666667,3.8171008529900057,5.780579447575496,34.77999999999997,35.450000000000045,58.1675080522759,67.99813695181123,52.74173712528823
2016-11-04,683.69,1302.8,-0.0036142646865935,0.0013835511145272,-0.0020422041416168,0.0036918073892593,0.0108708404004573,0.0169442817568779,652.1126666666667,1267.645,32.153883868300184,32.153883868300184,716.420434403267,587.8048989300663,1331.9527677366004,1203.3372322633995,695.8268322305288,1288.8111061080729,0.5333333333333333,0.6,1.7178106923891008,5.899896458646781,28.38000000000011,33.399999999999864,57.192844177781154,68.88483001811767,52.47850782929076
2016-11-05,704.79,1296.2166666666667,0.0308619403530838,-0.0050532187084228,0.0032729804515838,0.0047172829508781,0.0108774099498987,0.017800398170948,655.203,1269.0355555555554,32.625395983857345,32.625395983857345,720.4537919677147,589.9522080322853,1334.2863475232703,1203.7847635878406,696.4227134706067,1289.7010845541424,0.5333333333333333,0.6,1.4913222813317653,5.265806041492818,53.33999999999992,25.716666666666697,62.890258440771376,62.10691624375896,54.37285433248042
2016-11-06,712.0,1289.6333333333332,0.010229997587934,-0.0050788834171243,-0.0026873424649238,0.0031268000602722,0.0051605668850243,0.0140504762530326,658.3626666666667,1270.0649999999998,33.39987806433871,33.39987806433871,725.1624227953441,591.5629105379892,1336.8647561286773,1203.2652438713224,696.9867383648518,1289.6945482957476,0.5333333333333333,0.5666666666666667,1.5607162458812738,4.180732674574911,29.779999999999973,23.383333333333212,64.62294723629076,56.15637837277006,55.20949106981313
2016-11-07,709.96,1283.05,-0.0028651685393257,-0.0051048101527565,-5.513429641723633e-06,0.0068787410855293,0.0225109793245792,0.0205563679337501,661.5366666666667,1270.8666666666666,33.6350203716655,33.6350203716655,728.8067074099978,594.2666259233357,1338.1367074099976,1203.5966259233355,697.322694711726,1289.5011817239824,0.5333333333333333,0.5333333333333333,1.2180552266389846,2.860344535188357,22.280000000000086,10.049999999999955,63.71645553657239,50.904034569346834,55.333774989283356
2016-11-08,708.97,1282.35,-0.0013944447574511,-0.0005455749970773,0.0019478127360343,0.0063920691609382,0.004942110273987,0.0202855169773101,664.6473333333332,1271.6366666666665,33.5601214429332,33.5601214429332,731.7675762191997,597.5270904474668,1338.756909552533,1204.5164237808,697.6392549022964,1289.3039600298835,0.5,0.5,0.6993213359965154,1.8306238683379972,23.06000000000006,9.683333333333167,63.252745853453796,50.364627592294255,55.2867781806839
2016-11-09,720.93,1281.4,0.0168695431400481,-0.0007408273872186,0.0008676648139953,0.0069126263260841,0.0021663103252649,0.0176616683602333,668.0936666666665,1272.3666666666666,33.86305692082521,33.86305692082521,735.819780508317,600.3675528250161,1340.092780508317,1204.6405528250161,698.2686517837452,1289.1051658409801,0.5,0.4666666666666667,0.9222661200291569,1.016940822950098,22.92999999999995,9.066666666666833,66.43116717894956,49.59651346879083,56.26112064928983
2016-11-10,721.5,1267.5,0.0007906454163373,-0.010847510535352,0.0018160715699195,0.0040320828557014,0.0149997323751449,0.0155138373374938,671.6513333333332,1272.835,33.673690408792275,33.673690408792275,738.9987141509177,604.3039525157487,1340.1823808175845,1205.4876191824155,698.8026349323923,1288.8787927368696,0.5333333333333333,0.4666666666666667,0.8694083727408106,-0.4474359771427936,19.5,-4.5,66.57953081724489,39.987117297763696,56.92307692307692
2016-11-11,715.45,1236.45,-0.0083853083853083,-0.0244970414201183,0.0030260533094406,0.0043104812502861,0.0095943659543991,0.0166405439376831,674.3326666666667,1272.1666666666667,33.857538653573535,33.857538653573535,742.0477439738138,606.6175893595196,1339.8817439738139,1204.4515893595196,699.1586225250782,1279.285337382258,0.5,0.43333333333333335,0.221999340441986,-3.3363431023972723,18.440000000000055,-52.0,63.37773838688505,27.27453467408843,57.86323749443972
2016-11-12,703.71,1228.8333333333333,-0.016409252917744,-0.0061601089139607,-0.0015179365873336,0.0047287419438362,0.0072871572338044,0.0119588896632194,676.591,1271.0927777777777,33.4670289987036,33.4670289987036,743.5250579974072,609.6569420025928,1338.0268357751847,1204.1587197803706,699.388554945318,1258.680985960101,0.4666666666666667,0.4,-1.1277531561884153,-5.463612162928842,-29.620000000000005,-74.91666666666674,57.59014489042107,25.161358047944248,57.26651295266514
2016-11-13,702.28,1221.2166666666667,-0.0020320870813262,-0.0061982910619828,0.0042870715260505,0.0064975246787071,0.0143452212214469,0.0147844180464744,678.8663333333334,1270.075,32.78642449123737,32.78642449123737,744.4391823158081,613.2934843508586,1335.647848982475,1204.5021510175252,699.5190719654638,1243.303485194887,0.4666666666666667,0.4,-2.1864341818501956,-6.989533603280611,16.110000000000014,-79.7833333333333,56.90844903118215,23.223628312030787,57.50658496308326
2016-11-14,706.46,1213.6,0.0059520419206015,-0.0062369494902625,0.0014823526144027,0.0065457969903945,0.0082066562026739,0.0112482979893684,681.1503333333333,1268.7694444444446,32.21880222985498,32.21880222985498,745.5879377930432,616.7127288736233,1333.2070489041546,1204.3318399847346,700.0188482756788,1230.1019362193815,0.4666666666666667,0.36666666666666664,-2.6441790199599886,-8.042620121054725,22.769999999999982,-89.20000000000005,58.45644927735788,21.44505801580346,58.21193144363876
2016-11-15,710.91,1226.95,0.0062990119752001,0.0110003295978906,0.0002438649535179,0.0040037631988525,0.007723017130047,0.0104238241910934,683.4666666666667,1267.875,31.758605495024163,31.758605495024163,746.983877656715,619.9494556766184,1331.3922109900484,1204.3577890099516,700.2242102697344,1229.3166750422645,0.4666666666666667,0.36666666666666664,-2.6780155688998875,-7.387763891466523,6.1200000000000045,-69.26666666666665,60.099771379585185,31.36656609728201,57.941236399201266
2016-11-16,711.73,1229.2,0.0011534512104205,0.0018338155589062,0.0001085847616195,0.001223862171173,0.007126672193408,0.0158407464623451,685.8919999999999,1267.0216666666668,31.01282108619294,31.01282108619294,747.9176421723859,623.866357827614,1329.0473088390527,1204.9960244942808,700.277713793811,1229.2918100384659,0.5,0.36666666666666664,-2.669935227318426,-6.388268741910807,-0.2699999999999818,-60.43333333333317,60.41054001880942,32.904658689479675,57.90188740644322
2016-11-17,736.96,1226.75,0.0354488359349753,-0.0019931662870159,-0.0004045218229293,0.0037110224366188,0.0070831985212862,0.0144309028983116,689.2476666666666,1265.9733333333336,30.906881466011765,30.906881466011765,751.0614295986902,627.4339037346431,1327.7870962653571,1204.15957040131,703.7049158761158,1228.7726069056123,0.5333333333333333,0.3333333333333333,-1.0721312794364124,-5.510538644678594,27.0,-56.299999999999955,68.53177579731101,32.0620871372396,60.074179743223965
2016-11-18,747.52,1211.0,0.0143291359096829,-0.0128388017118402,0.0034205839037895,0.0051072984933853,0.0118947569280862,0.0154090225696563,693.19,1264.0383333333334,30.53065694991161,30.53065694991161,754.2513138998232,632.1286861001769,1325.0996472331567,1202.9770194335101,709.5749008313616,1224.6184268563982,0.5666666666666667,0.3,0.5045595794671911,-5.591355881875179,38.549999999999955,-71.34999999999991,71.19519110093366,27.23414266117669,61.727497935590414
2016-11-19,748.98,1212.0833333333333,0.001953125,0.0008945774841727,-0.0004584565758705,0.0026318132877349,0.001894187182188,0.014439009130001,697.232,1262.0527777777777,29.576073554422983,29.576073554422983,756.3841471088459,638.079852891154,1321.2049248866238,1202.9006306689316,713.5733508391546,1221.8376350063227,0.6,0.3,1.4034736889616006,-5.18172760635861,28.050000000000068,-69.31666666666683,71.55367238253598,28.03683106282785,61.79278102440702
2016-11-20,729.06,1213.1666666666667,-0.0265961707922775,0.0008937779305604,-0.0014230236411094,0.0033068656921386,0.0097370836883783,0.0175739899277687,700.4699999999999,1260.2900000000002,27.41784254195181,27.41784254195181,755.3056850839035,645.6343149160963,1315.1256850839038,1205.4543149160966,713.7873382100992,1220.2449742908582,0.5666666666666667,0.3333333333333333,0.4628274467868003,-4.474360770692467,7.559999999999945,-54.33333333333326,60.492004334037986,28.881692395053708,60.09561752988047
2016-11-21,738.53,1214.25,0.0129893287246591,0.0008929798049181,0.0010013356804847,0.0042258724570274,0.0075045893900096,0.0126117169857025,703.2383333333332,1258.5688888888888,26.906580413354703,26.906580413354703,757.0514941600427,649.4251725066238,1312.3820497155982,1204.7557280621793,714.9872191249332,1219.7488185053185,0.5666666666666667,0.36666666666666664,0.29303690698058915,-3.6072605388065515,23.079999999999927,-22.200000000000045,63.38960440325552,29.76963473440728,60.82190652666255
2016-11-22,736.97,1212.25,-0.0021123041718006,-0.0016471072678608,0.0023986399173736,0.0045282393693923,0.0132017619907855,0.0119922906160354,706.029,1256.7866666666666,25.86457787439776,25.86457787439776,757.7581557487955,654.2998442512045,1308.5158224154623,1205.057510917871,717.2070286156207,1219.2858590715007,0.5666666666666667,0.36666666666666664,-0.08927223417055075,-2.8740467893536863,33.25999999999999,-16.583333333333258,62.57543157908594,29.048559588531802,60.79356568364611
2016-11-23,741.63,1185.35,0.0063231881894784,-0.0221901422973809,-0.0017546936869621,0.0044588521122932,0.0092777572572231,0.0113729238510131,709.037,1254.1133333333335,24.5025573823624,24.5025573823624,758.0421147647248,660.0318852352752,1303.1184480980583,1205.1082185686087,720.2397843099255,1214.9343556735603,0.6,0.36666666666666664,-0.18759330213465475,-3.84569606466896,39.35000000000002,-35.86666666666679,64.06040191604492,21.504008403578425,62.56633061964821
2016-11-24,737.45,1186.1,-0.0056362337014413,0.0006327245117475,9.87425446510315e-05,0.0036577135324478,0.0099114552140235,0.0155031457543373,711.775,1251.3366666666666,22.82368170457667,22.82368170457667,757.4223634091534,666.1276365908466,1296.9840300758199,1205.6893032575133,721.6994461176843,1212.1134686906767,0.5666666666666667,0.36666666666666664,-0.666482579804196,-4.061661470843447,30.99000000000001,-27.5,61.6956238620902,22.111410536799145,62.17435292133885
2016-11-25,735.64,1187.7,-0.0024544036883857,0.0013489587724476,1.7270445823669434e-05,0.0040113925933837,0.0080282893031835,0.0151872634887695,714.5813333333334,1248.5766666666668,20.17241232105577,20.17241232105577,754.926157975445,674.2365086912218,1288.9214913087783,1208.2318420245554,722.5807051542506,1206.1406510528607,0.5666666666666667,0.36666666666666664,-1.206033559360538,-3.7291552420853904,24.730000000000018,-39.25,60.65155381867344,23.471893794592415,61.93819988212511
2016-11-26,733.67,1187.4666666666667,-0.0026779402968843,-0.0001964581403833,0.002078391611576,0.0069979205727577,0.0068557495251297,0.0145468711853027,716.2963333333333,1245.9505555555554,19.50220579625932,19.50220579625932,755.300744925852,677.2919217408147,1284.954967148074,1206.9461439630368,723.1570719761218,1200.7102412981496,0.5333333333333333,0.36666666666666664,-1.7627839963065455,-3.1788076953698408,21.93999999999994,-41.73333333333335,59.47188709503206,23.4076813438841,61.78447114304962
